x,y
15.550596319247987,38.407533944857526
12.996892028885213,38.06718532442891
11.775375872949297,36.48080246084815
11.809504988994284,35.68178369281088
14.016298625153066,36.766688565175464
12.45135390788489,38.84087593116783
13.753988533802534,37.973257039224805
13.305515737717057,35.81494885503373
14.290845669133809,37.94225696192858
13.731337385618447,37.99874858939403
13.443296139213443,38.15688313241821
14.017828302568251,36.984215646888096
12.647929436225631,38.72842722757392
12.898585332962414,37.20770680395517
12.465845869463402,38.526861525865705
11.52210116114882,35.25218793066066
12.667070726880603,37.99554365988175
12.855194981356174,36.07513181466748
12.749626679579244,37.09506411084251
13.73396804825497,37.19294294845746
14.387797962815846,37.73731062988855
10.997330743985623,37.321396184391
12.69532803085112,36.9624123866699
13.569448017969625,37.4286005237737
14.062302668582248,36.62408038976152
13.6323917699339,36.241584251884646
12.185613445024025,36.09422824614061
13.317887788202617,35.83429779680993
11.347601385999553,37.54161323468568
11.25338194088715,37.63021728269299
13.695100215982817,37.95225827858385
13.785502494948009,38.481076673180866
15.573819075624655,36.12573315607205
11.509656173321147,37.96779715269944
13.692725814665529,38.014218997021516
13.346921257631491,37.363883071902286
14.405088987760058,37.06229746926127
12.347835601789438,35.26270965756903
12.135230767798213,36.390724661650786
14.00539692736872,37.94464295958431
12.565881215116365,37.39821464009281
14.388232408042402,36.63085894454495
13.72424938610515,38.89237160859913
13.234001459649475,38.132739404332966
14.240379627229864,38.12916788310326
12.17453451404112,37.939484584493655
12.256117261493705,38.28684076373086
13.211308808698911,36.085738659878345
12.101587603752249,37.951452695472554
12.649928726199105,38.21655649553309
11.318458801036657,37.26462528243357
13.783585493648925,37.52356563257173
11.872192585833401,38.05642995867723
12.96088358230295,37.99156231576012
13.198994991215972,37.78966765842739
13.420031603544178,37.80206965417728
13.334279440219596,37.41605328866621
14.524798456704554,35.904143927196706
11.434730307039032,36.4157962155393
11.14838984287703,37.83257399552038
11.970197435086186,39.96691086321817
13.752688663049419,35.88651890438437
13.202286616633204,38.6545790966527
13.06596553386478,35.528367836649196
13.223613995988043,35.759498520853974
11.51950339864668,37.894474650877726
11.268498741472934,36.43063858366557
12.621255334913615,35.54136547698769
12.741825946917125,39.21855665943352
11.364879035967492,37.882875853897225
13.022338242195834,38.11964052378907
14.1318287472533,36.75158735181594
13.805721921977048,35.55261194139622
13.239196334529487,39.19209180627464
12.392950657619256,37.32515907932799
13.129951197043704,37.23469827646392
14.03689032522752,37.00326464859077
12.836950828977933,38.02323886666392
11.748314161216863,38.682181398843845
12.958582829233974,37.62337808808145
13.41681259675832,37.30137084534887
11.428488831333603,36.82937963794473
12.817583328406895,37.04857222286506
11.759656253927533,36.98997355263185
13.17167796237372,38.65324816006483
10.827321000781387,38.86569633784739
13.340708664100344,36.477062572151254
12.088580746581338,36.66999116531966
14.157142592801495,37.710596544650556
12.523734217745341,36.48132630655201
13.061046056317748,38.36186829390449
12.224623126920795,36.0693716653534
13.598171412510517,37.72463843888754
12.762116251285603,38.37273020117279
13.61206068679528,36.7652607078246
12.313712647851114,36.183502707987834
12.710932369793598,37.57338091472112
13.644743112102933,38.90950382344945
15.671776056304406,36.816097346651986
12.682859641024196,38.28647778530332
12.907866279832467,49.09380784068076
15.423173652137637,48.45711512651189
12.004191208677753,48.89930768997505
15.475898087090078,49.20960053626877
15.037031819026987,50.23361360094272
14.656800674684424,51.08628841845534
14.183390578465787,48.56225543374412
15.187923497470688,48.68621896019509
13.126391562987802,48.13931314672814
14.596765346790146,47.45956354399797
14.948891697101512,48.592691918803375
16.06848216544325,47.75238335996878
15.471486504663138,48.055047029621285
14.9344871434456,51.16757554043796
14.94198253196728,47.6239936646968
15.447396436920796,50.35979541752855
15.018444747675213,47.75074812794447
16.522432473387195,47.8950265678458
15.067367964113755,49.8921429524657
13.460517419574494,48.17879323422973
13.316775993289239,48.67585738137981
13.762116823964213,48.028029463720216
16.017239580172355,48.12888966659813
14.738017387799069,51.74877483108699
13.792153820871313,50.619691277155674
16.45238014324825,49.21879328233361
15.49664074873507,47.90601113843238
15.755378710074668,49.51963285640543
16.63224873636517,50.23914743149464
13.985894192089846,49.714867750428404
15.783560828888215,49.26556852350979
15.15706711710301,47.53458245559114
14.52953539842093,49.36034660247299
14.816795002264017,48.30064751712942
14.880654029112154,49.25328884491724
14.600905960654512,49.06377036070037
14.606653449749576,48.15270873077036
15.784334092076035,47.860999368368596
15.724984539894582,47.925175556648654
14.21115387721915,50.30960250804081
14.917001298248197,49.52891258296069
16.146243334886112,47.65300532629081
14.39944727744832,48.19197966444044
14.30728636337589,48.93602210821511
13.994922084590014,46.294519190135205
14.30266625681841,48.22122646278647
14.72814725921599,48.896800483467565
15.994358067777128,51.584188520593536
13.970029416331997,48.303921335853644
16.589690598877578,48.37913832879782
13.499007658728674,46.69461824109494
15.858705571191832,46.99124033877233
15.25114613853084,47.4239562661991
14.82761578585512,48.01666858353176
15.147023197211459,49.835582972016084
16.16507394016083,49.94006705499433
15.550800809805397,49.7113187657918
13.859248708551014,49.028589040098296
13.639122426667871,49.78256695970927
15.519382436015952,47.70053556503358
14.77489223023793,48.74922651933799
14.988143555300468,46.81458257714754
15.203183005639763,49.22541791199293
15.059927779006163,47.297154341113924
13.40396157006159,48.63509661297796
15.719818743864057,48.52106361740635
14.964029045948413,47.79532792978804
15.670329117754338,49.31909277778519
16.210450511999085,48.76032771488872
15.05702166434975,48.948588219910704
14.239348612154991,49.15266454743788
14.0356480884339,49.610193363689866
15.992923561869688,48.99051028668346
14.073397261682754,48.948174607022736
17.42661300377153,47.62266053152053
15.451168870010566,47.83508014016672
13.083361462135807,47.67427725621236
12.929614559437844,48.2786702595173
15.430832980466604,47.368541543002806
14.5799285386513,49.79824346062785
16.899097837560202,49.16991680844862
15.878404074783386,47.66881125985566
13.646852039254917,47.25138000899797
13.533931583287115,48.400227528791795
16.010482562564626,48.069299491601534
14.12924522562128,48.877320041044946
15.93844214615086,49.23412929902993
14.869099279920789,49.48898038148055
14.320458995425552,48.095814697592346
12.282610304643562,48.33630442712113
15.05083669152638,48.34982455275722
15.671318583879778,48.41356224346583
15.392067446805376,48.031532938429464
15.150210995739517,49.11022354241574
15.3404820572578,47.97450069341444
14.718241830776593,49.546329584196684
15.1448065141235,47.04727891364131
14.7557453813811,48.75775936321496
14.519742948299445,49.13031547910415
15.14531983300615,48.204167189555875
35.68613098251825,6.830893506427155
34.63034009779908,7.716412633211056
35.59963698967826,5.515864800430293
34.15029306403409,7.687545264975946
35.21653727418129,7.0369266642443336
